,wav_file,txt_file,groundtruth_text,duration,age,gender,google_transcription
0,data_processed/wav/ATL_se0_ag1_f_03_1_part_1.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_1.txt,"Um, my mom used to be a school teacher, and then when she came to the States, she, um, became a RN.",8.221,24,Female,my mom used to be a school teacher and then when she came to the states she became an RN
1,data_processed/wav/ATL_se0_ag1_f_03_1_part_2.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_2.txt,"And my dad, um, he did- he played soccer and he- um, is it a seamstress when you're a guy? <laugh>",10.517999999999999,24,Female,and my dad he did he plays Sokka and he is it a seamstress when you're a guy
2,data_processed/wav/ATL_se0_ag1_f_03_1_part_3.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_3.txt,"Well he- he, um, was a seamstress and then when he came to the States, he did like, um, custodial work.",5.274,24,Female,he was a seamstress and then when he came to the states he did like on custodial work
3,data_processed/wav/ATL_se0_ag1_f_03_1_part_4.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_4.txt,<laugh> No. (laughing) A all white like your clothes. All white clothes. [It was all white birthday] party.,5.5889999999999995,24,Female,your clothes all white clothes
4,data_processed/wav/ATL_se0_ag1_f_03_1_part_5.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_5.txt,"Um, I mean it's different things. I mean it depends on what type of all white party you go to. You go to American- an American all white party might be different type of music. People might act different.",10.440999999999999,24,Female,I mean different things I mean depends on what type of all white party goes to be an American or white party might be different type of music people
5,data_processed/wav/ATL_se0_ag1_f_03_1_part_6.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_6.txt,"Um, <ts> When I first came out here obviously there wasn't like- things weren't that close. It was stressful because I had to get a ride to go everywhere. Um, also when I went to school, like with teachers with different accents, like that come from, um, different countries like, the West Indies and you know like other places. The kids would make fun of them. And that would kind of get to me a little bit. I don't know if it's because",25.005,24,Female,when I first came out here obviously there wasn't like things weren't that close it was stressful because I had to get a ride to go everywhere also when I went to school like with teachers with different accents like that come from different countries like the West Indies and you know like other places the kids will make fun of them and I will kind of get to me a little bit I don't know if it's because
6,data_processed/wav/ATL_se0_ag1_f_03_1_part_7.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_7.txt,"um, you know my parents are from a different country, or if it's because you know, it's something that I'm used to because being in New York, every- it's everything is diverse, so you know. Nobody's different from anybody else, you know.",13.383,24,Female,you know my parents are from a different country or if it's because you know it's something that I'm used to because being a New York every is everything is diverse so you know nobody's different from anybody else here
7,data_processed/wav/ATL_se0_ag1_f_03_1_part_8.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_8.txt,"Uh, on a typical weekend, probably go out. to a party, or to a club, or to a lounge, or go bowling. Or something, or studio.",9.113999999999999,24,Female,we can go out to go potty or to a club where to announce or go bowling or something or Studio
8,data_processed/wav/ATL_se0_ag1_f_03_1_part_9.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_9.txt,"I can bowl a little bit. And I can sing a little bit, but I'm shy. So I won't do no singing in this studio. [<laugh>]",6.074,24,Female,Cibola little bit
9,data_processed/wav/ATL_se0_ag1_f_03_1_part_10.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_10.txt,"But, uh, After awhile it was cool. They had, um, like a lot of different, um, clubs you could join. And different activities and stuff at school. Like, I was in choir",11.229000000000001,24,Female,but after a while it was cool they had like a lot of different clubs you could join and different activities and stuff at school like I was in choir
10,data_processed/wav/ATL_se0_ag1_f_03_1_part_11.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_11.txt,"[there.] And I used to, um, stay after school and do like some choir practice and stuff like that. And we would have like recitals and stuff. But-",7.605,24,Female,there and I used to own stay after school and do like some choir practice and stuff like that and we will have like recitals and stuff
11,data_processed/wav/ATL_se0_ag1_f_03_1_part_12.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_12.txt,"Um, I think science. I like science.",5.864,24,Female,I like science I like science
12,data_processed/wav/ATL_se0_ag1_f_03_1_part_13.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_13.txt,"I like science. I think I started liking science when I was in, um, junior high school because I had a teacher that he really used to push me a lot. And like I was making good grades. I was like, you know what? I l- I kind of like this. I'm making good [grades.]",12.228,24,Female,I like science I think I started liking science when I was in junior high school because I had a teacher that you really used to push me a lot I like I was making good grades I'll let you know I like kind of like this I'm making good grades
13,data_processed/wav/ATL_se0_ag1_f_03_1_part_14.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_14.txt,"And you know, you can learn a lot with science. E- basically everything you do e- equal up with some [science.]",5.398,24,Female,you know you can learn a lot with science reacting to do some science
14,data_processed/wav/ATL_se0_ag1_f_03_1_part_15.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_15.txt,[<laugh>] [It's hard.] Like you feel like you getting something. You writing all this- everything down. And you feel like you getting somewhere and then it ends up being wrong. Especially algebra. Oh my god. don't get me started.,12.08,24,Female,is MAV the most least favorite show is hard like you feel like I'm getting something right and everything down and you feel like you're getting somewhere and then it ends up being wrong slushy algebra
15,data_processed/wav/ATL_se0_ag1_f_03_1_part_16.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_16.txt,"When I was in New York I got into maybe two? I'm not like a bad kid. So I didn't really get into a lot of fights. I mean a lot of people don't like me, but-",6.3660000000000005,24,Female,Plaza New York Atlanta maybe two I'm not like bad kids don't like me but
16,data_processed/wav/ATL_se0_ag1_f_03_1_part_17.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_17.txt,"Um, I- Not in high school. I mean I know when I was in New York when I use to g- when I was in junior high, I would leave my house extra early to go to the park in the morning time. To swing on the swings. As old as I was in junior high, I could still fit on the swings [<laugh>]",15.640999999999998,24,Female,High School I mean I know when I was in New York when I was in junior high I will leave my house extra early to go to the park in the morning time to swing on the swings as old as I was in junior high I can still swing
17,data_processed/wav/ATL_se0_ag1_f_03_1_part_18.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_18.txt,"[I don't know how to] double dutch. I know how to hopscotch. And jump regular rope, but I could never catch, um, double dutch.",6.726,24,Female,I don't know how to love him. I know how to Hopscotch and jump regular road but I can never catch double dutch
18,data_processed/wav/ATL_se0_ag1_f_03_1_part_19.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_19.txt,"My first job. <ts> It was at a lotto machine. It was for the summer. It was at a nursing home at, um, /RD-WORK-3/ and I was at a lotto machine. And then when I came to, um, Georgia, it was at a daycare. And I was at the front desk. So the lotto machine was in New York. And I was like fifteen. It was just like a summer thing.",21.469,24,Female,my first job it was that a lot of machine it was for the summer it was at a nursing home at and I was at a lot of machine and then when I came to Georgia it was at a daycare not at the front desk so a lot of machines in New York and I was like 15 or just like a summer thing
19,data_processed/wav/ATL_se0_ag1_f_03_1_part_20.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_20.txt,"Yeah. Dealing with people and dealing with, you know, different attitudes. Cause you know, a lot of people come in here, they got attitudes about they lotto, so. <laugh>",9.145,24,Female,yes dealing with people and dealing with different attitudes cuz you know a lot of people coming in and got attitudes about Day Lotto
20,data_processed/wav/ATL_se0_ag1_f_03_1_part_21.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_21.txt,"My dad's side- I mean, I have some that live in New York, and then some that live in Saint Vincent. But I only went there one time, and I don't really- I mean I talk to them every now and again, but I don't see 'em. So I'm more close with my mom's side of family.",12.887,24,Female,my dad side I mean I have some that live in New York and then some other missing Vincent by only went there one time and I don't really I mean I talk to them every now and again but I don't see you so I'm going to my mom's side of the family
21,data_processed/wav/ATL_se0_ag1_f_03_1_part_22.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_22.txt,"Uh, I can remember, I had a lot of birthday parties. And we had a lot of, um, parties too, like in the summer time, we used to have like a big barbecue. And that's my favorite time like, it was so much fun, like, I don't know, everybody you see for- that you didn't see for a while come around. And it would just be like- you know, old times. It would be fun.",19.377,24,Female,"Ackerman I had a lot of birthday parties and we had a lot of parties to like in the summertime used to have like a big barbecue and that's my favorite time like it was so much fun like everybody is before that you busy for a while, round and it just be like you know old times will be fun"
22,data_processed/wav/ATL_se0_ag1_f_03_1_part_23.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_23.txt,"Of course. I- <laugh> I like- I like to go out and I like to have fun and I like, um, my culture so of course I'm gonna keep that in my family. I want my kids to know about their culture a lot. And our culture a lot.",15.866,24,Female,of course I like to go out and I like to have fun and I like my culture is so of course I'm going to keep that in my family I want my kids to know about their coach a lot and I'll catch up
23,data_processed/wav/ATL_se0_ag1_f_03_1_part_24.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_24.txt,"[I'm from New York], but I consider myself like, where my mom is from. And like, because, I love that type of music. I love the whole carnival experience. [The] whole- you know, everything about it, it's",12.394,24,Female,I'm from New York but I consider myself like where my mom is from LA because I love that type of music I love the whole Carnival experience the whole you know everything about it
24,data_processed/wav/ATL_se0_ag1_f_03_1_part_25.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_25.txt,"I've been playing, um, it's called mass. It's like when you get like your costume and you dress up. And you in a parade. Since I was little, I was playing, so. I think all of them.",10.511,24,Female,average land is called math is like when you get like your costume and you dress up and you in the parade since I was little I was playing so I think all of it
25,data_processed/wav/ATL_se0_ag1_f_03_1_part_26.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_26.txt,"Um, for a mid line, three. Back line, the least is like two fifty.",5.541,24,Female,the midline three back lines the lease is like 250
26,data_processed/wav/ATL_se0_ag1_f_03_1_part_27.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_27.txt,"[/Seen them/] over a thousand, if you're playing a /unintelligible/ person, like the queen, king, /??/. Oh like, e- Yeah. And if you're playing like, um, like a queen, like a king or- of the band it's like almost a thousand. So, mm-hm.",14.015999999999998,24,Female,I just seen him again like yeah and if you're playing like a like a queen like a king or of the man is like almost a thousand so
27,data_processed/wav/ATL_se0_ag1_f_03_1_part_28.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_28.txt,"So it be easy for you to maneuver in it, but if you're playing like a regular you know like, regular costume, you're not gonna really know, like- You- you might see a guy, but you're not gonna notice what he has on because it's only almost- The guys are just shirtless with shorts and like",16.488,24,Female,so it'd be easy for you to maneuver in it but if you're playing like a regular you don't like regular costume you're not going to really know like you might see a guy but you're not going to notice what he has on because it's only almost the guys are just shirtless with shorts and like
28,data_processed/wav/ATL_se0_ag1_f_03_1_part_29.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_29.txt,"um, some kind of jewelry around the neck, or something like that and a headband. It's nothing to extravagant when you're just playing with the band, like. But when it's like, the king, or queen, it's- you'll notice. They'll stand out because it's huge.",11.05,24,Female,some kind of jewelry around the neck or some like that and a headband it's nothing too extravagant when you're just playing with the band like but when it's like the king or queen as you'll notice to stand out because it's huge
29,data_processed/wav/ATL_se0_ag1_f_03_1_part_30.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_30.txt,"I mean, I really don't know. I can't speak on something I don't know because we weren't there when you know, he approached these females, or whatever the case may be. So I really don't know. And I can't speak on it, cause I don't know",13.935,24,Female,I mean I really don't know I can't speak on something I don't know because we weren't there when you know he approached these females or whatever the case may be so I really don't know and I can speak on it
30,data_processed/wav/ATL_se0_ag1_f_03_1_part_31.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_31.txt,"[But] that doesn't affect how I listen to his music. If he make good music, he make good music. His actions don't have nothing to do with me listening to what he was singing about, so.",8.407,24,Female,that doesn't affect how I listen to his music music music his actions don't have nothing to do with me listening to what she's thinking about
31,data_processed/wav/ATL_se0_ag1_f_03_1_part_32.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_32.txt,but- [/??/.] [huh?] Yeah it got dark. And I just thought it was about to rain. I didn't- I didn't remember-,5.841,24,Female,but yeah it got dark and I just thought it was about to rain I didn't I didn't remember
32,data_processed/wav/ATL_se0_ag1_f_03_1_part_33.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_33.txt,"Um, I like SZA. I like Sevyn Streeter, I like Chris Brown, I like Trey Songz. I like Kodak Black. I like Cardi B. Uh, who else? I like YT. Uh- (laughing) who else? Um, Wale. Wale he sucks /???/. (whispered) [Kanye.]",21.736,24,Female,I like sza I like Sevyn Streeter I like Chris Brown like Trey Songz I like Kodak Black I like cardi B like watching kayak
33,data_processed/wav/ATL_se0_ag1_f_03_1_part_34.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_34.txt,"Uh, who else? I listen to so much music. I like, um, <ts> what's the boy name? He's it right now. I forgot his name though. Um, Moneybagg Yo.",15.505999999999998,24,Female,I listen to so much music I like what's the boy name is it right now moneybagg yo
34,data_processed/wav/ATL_se0_ag1_f_03_1_part_35.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_35.txt,"[Um], who else? I like everybody. I mean [I think if somebody-] [/Your Af-/] [huh?] [Your] African god. I love Davito. I like African music too. I forgot to say that. I love African music.",10.841,24,Female,everybody I love the video
35,data_processed/wav/ATL_se0_ag1_f_03_1_part_36.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_36.txt,"Yeah. I like- I like a lot of, um, different types of music and a lot of different type of- types of artists. I feel like when some people look at my playlist, or hear like different things, when I'm driving around with them, they're like, oh you listen to this? Like they wouldn't think I would listen to it. Like, I like- I love music basically.",17.324,24,Female,yeah I like I like a lot of different types of music different types of artists I feel like when some people look at my playlist or hear like different things when I'm driving around with them they're like oh you listen to this I think I will listen to it like I like I love music basic
