../data_processed_voc/wav/voc_18_part_516.wav,../data_processed_voc/txt/voc_18_part_516.txt,the people around here are pretty i- I mean you got a mixed breed so you have different most of them anymore uh i- uh growing up here like Doug's dad and stuff they're all from Oklahoma so they all talk like they're from Oklahoma where uh a n- then you have the people from Arkansas,THE PEOPLE AROUND HERE ARE PRETTY I I MEAN YOU GOT A MIXED BREED SO YOU HAVE DIFFERENT MOST OF THEM ANYMORE UH I UH GROWING UP HERE LIKE DOUG'S DAD AND STUFF THEY'RE ALL FROM OKLAHOMA SO THEY ALL TALK LIKE THEY'RE FROM OKLAHOMA WHERE UH A N THEN YOU HAVE THE PEOPLE FROM ARKANSAS,21.366,0
../data_processed_voc/wav/voc_30_part_82.wav,../data_processed_voc/txt/voc_30_part_82.txt,and and in South Salinas I guess I would say that there's more I would say that because um {LS} uh one of my coworkers,AND AND IN SOUTH SALINAS I GUESS I WOULD SAY THAT THERE'S MORE I WOULD SAY THAT BECAUSE UM UH ONE OF MY COWORKERS,11.103,0
../data_processed_voc/wav/voc_36_part_81.wav,../data_processed_voc/txt/voc_36_part_81.txt,"Um, and she's clearly somebody who is -- I don't know if this is her first time coming to school or if she's coming back, I haven't asked her yet but um, it's time for her to finally get into - into college. I love those people, by the way. I could teach a whole class of returning woman students who are from, you know, twenty-five to forty-five who are ob -- many of them, single mothers. {LS} They're the best students, they want this so badly, they need this education, they -- you know, are trying to make",UM AND SHE'S CLEARLY SOMEBODY WHO IS I DON'T KNOW IF THIS IS HER FIRST TIME COMING TO SCHOOL OR IF SHE'S COMING BACK I HAVEN'T ASKED HER YET BUT UM IT'S TIME FOR HER TO FINALLY GET INTO INTO COLLEGE I LOVE THOSE PEOPLE BY THE WAY I COULD TEACH A WHOLE CLASS OF RETURNING WOMAN STUDENTS WHO ARE FROM YOU KNOW TWENTY FIVE TO FORTY FIVE WHO ARE OB MANY OF THEM SINGLE MOTHERS THEY'RE THE BEST STUDENTS THEY WANT THIS SO BADLY THEY NEED THIS EDUCATION THEY YOU KNOW ARE TRYING TO MAKE,22.354,0
../data_processed_voc/wav/voc_23_part_75.wav,../data_processed_voc/txt/voc_23_part_75.txt,feeling everyone's trying to be the same and (()) so it's not uh you know and then in the pocket -- and this is interesting there was actually an article about Kennedy High School where my daughter went where it was ranked as the most diverse high school in America,FEELING EVERYONE'S TRYING TO BE THE SAME AND SO IT'S NOT UH YOU KNOW AND THEN IN THE POCKET AND THIS IS INTERESTING THERE WAS ACTUALLY AN ARTICLE ABOUT KENNEDY HIGH SCHOOL WHERE MY DAUGHTER WENT WHERE IT WAS RANKED AS THE MOST DIVERSE HIGH SCHOOL IN AMERICA,16.032,0
../data_processed_voc/wav/voc_32_part_233.wav,../data_processed_voc/txt/voc_32_part_233.txt,"and I always wanted that club as a kid, I always wanted to be that to be what I inherited and he happened to have left that in the trailer and I was like, I'm going to chalk it up to this, this is what I get out of our relationship -- I get I get the club I always wanted",AND I ALWAYS WANTED THAT CLUB AS A KID I ALWAYS WANTED TO BE THAT TO BE WHAT I INHERITED AND HE HAPPENED TO HAVE LEFT THAT IN THE TRAILER AND I WAS LIKE I'M GOING TO CHALK IT UP TO THIS THIS IS WHAT I GET OUT OF OUR RELATIONSHIP I GET I GET THE CLUB I ALWAYS WANTED,13.53,0
../data_processed_voc/wav/voc_10_part_305.wav,../data_processed_voc/txt/voc_10_part_305.txt,... you would see them hanging ... and they used them in the cafeteria ... so they didn't have to buy food for the cafeteria,YOU WOULD SEE THEM HANGING AND THEY USED THEM IN THE CAFETERIA SO THEY DIDN'T HAVE TO BUY FOOD FOR THE CAFETERIA,11.312000000000001,0
../data_processed_voc/wav/voc_18_part_74.wav,../data_processed_voc/txt/voc_18_part_74.txt,uh and then I was in a real serious car accident um January of two thousand ten and I broke my neck my back and uh,UH AND THEN I WAS IN A REAL SERIOUS CAR ACCIDENT UM JANUARY OF TWENTY TEN AND I BROKE MY NECK MY BACK AND UH,12.65,0
../data_processed_voc/wav/voc_26_part_25.wav,../data_processed_voc/txt/voc_26_part_25.txt, so they were buying their last house they had their pension already made down in the Bay Area  they w- they were only gonna have to they were firemen and nurses and government employees and and Silicon Valley people and all of the upper end job people and Redding's a great place to live,SO THEY WERE BUYING THEIR LAST HOUSE THEY HAD THEIR PENSION ALREADY MADE DOWN IN THE BAY AREA THEY W THEY WERE ONLY GONNA HAVE TO THEY WERE FIREMEN AND NURSES AND GOVERNMENT EMPLOYEES AND AND SILICON VALLEY PEOPLE AND ALL OF THE UPPER END JOB PEOPLE AND REDDING'S A GREAT PLACE TO LIVE,21.386,0
../data_processed_voc/wav/voc_28_part_271.wav,../data_processed_voc/txt/voc_28_part_271.txt,us kids would be out on Halloween doing waxing the you know with [inaudible] with candles on the windows of s- of some of the stores and oh we'd take a gate off and r- run them up on a flagpole and do st- [inaudible] mainly we were just [laughter],US KIDS WOULD BE OUT ON HALLOWEEN DOING WAXING THE YOU KNOW WITH WITH CANDLES ON THE WINDOWS OF S OF SOME OF THE STORES AND OH WE'D TAKE A GATE OFF AND R RUN THEM UP ON A FLAGPOLE AND DO ST MAINLY WE WERE JUST,20.48,0
../data_processed_voc/wav/voc_8_part_245.wav,../data_processed_voc/txt/voc_8_part_245.txt,"Because the kids play together, it brings the parents together or even if it doesn't bring the parents together, it exposes the kids to family life in more than just their own.",BECAUSE THE KIDS PLAY TOGETHER IT BRINGS THE PARENTS TOGETHER OR EVEN IF IT DOESN'T BRING THE PARENTS TOGETHER IT EXPOSES THE KIDS TO FAMILY LIFE IN MORE THAN JUST THEIR OWN,9.648,0
