../data_processed/wav/DCB_se1_ag3_m_02_2_part_5.wav,../data_processed/txt/DCB_se1_ag3_m_02_2_part_5.txt,HOW DID THAT DOES THAT LIKE HOW DOES THAT TRANSLATE LIKE WHAT TRAITS THAT YOU LEARNED FROM GROWING UP AROUND YOUR NEIGHBORHOOD AND IT'S CARRIED YOU OVER NOW THAT YOU WOULD NEVER THAT YOU WOULD PASS ON TO YOUR KIDS OR YOU'LL P YOU KNOW WHAT I MEAN THE MEMORY I HAVE WOULD TO BE,1,"How did that- does that like how does that translate like, what traits that you learned from growing up around your neighborhood and it's carried you over now, that you would never- that you would pass on to your kids or you'll p- you know what I mean? The memory I have /would to be/",25.517
../data_processed/wav/DCB_se2_ag4_m_01_1_part_191.wav,../data_processed/txt/DCB_se2_ag4_m_01_1_part_191.txt,BUT A LOT OF TIMES IN IN IN DC THE GO GO IT'S LIKE IT'S LIKE THIS IT WHEN IT WHEN IT CAME IN T GO GO PARTIES THIS THAT AND THE OTHER YOU C YOU YOU HAD TO PARTY THERE YOU HAD TO PARTY IN YOUR NEIGHBORHOOD YOU CAN'T GO TO SOMEBODY ELSE BECAUSE I'M LIKE THIS YOU GO THERE THIS THAT AND THE OTHER HEY SOMEBODY HEY GET JEALOUS CAUSE YOU DANCING WITH THE GIRL YOU WIND UP GETTING STABBED SHOT THIS THAT AND THE OTHER OR IT'D BE A FIGHT,1,"But a lot of times in- in- in DC the go go- It's like- it's like this. It- When it- when it came, in- t- go go parties, this that and the other, you c- you- you had to party there. You had to party in your neighborhood. You can't go to somebody else because I'm like this. You go there, this that and the other. Hey, somebody, hey, get jealous cause you dancing with the girl. You wind up getting stabbed, shot, this that and the other, or it'd be a fight.",21.872
../data_processed_voc/wav/voc_5_part_156.wav,../data_processed_voc/txt/voc_5_part_156.txt,AND THEN TRINITY COUNTY'S KINDA SPLIT BECAUSE DEPENDING ON WHERE YOU ARE IN THE COUNTY IT'S LIKE PRETTY MUCH WEAVERVILLE GOES TO REDDING THEN WHEN YOU GET DOWN RIVER UH BY BURNT RANCH ANYWAY YOU JUST GO TO EUREKA FOR EVERYTHING,0,and then Trinity County's kinda split because depending on where you are in the county it's like pretty much Weaverville goes to Redding then when you get down river uh by Burnt Ranch anyway you just go to Eureka for everything,20.246
../data_processed/wav/DCB_se1_ag2_m_01_1_part_96.wav,../data_processed/txt/DCB_se1_ag2_m_01_1_part_96.txt,I TOLD YOU THAT WE SUPPOSED TO HAVE GOT WE SUPPOSED TO HAVE LOOK WE SUPPOSED TO HAVE WON THE GAME BEFORE THAT ONE AND THIS ONE WHEN WE CAME BACK HOME IT WAS SUPPOSED TO BE OVER BUT LIKE I SAID THAT LAST ONE IN TORONTO IT THREW US OFF WHEN WE AIN'T HAD WHITESIDE WE HAD TO ADJUST TO IT AND WATCH YOU GONNA SEE IT THIS NEXT GAME WE GONNA BEAT 'EM,1,"[I told you that- we supposed] to have got- we supposed to have- look, we supposed to have won the game before that one, and this one when we came back home it was supposed to be over. But like I said, that last one in Toronto it threw us off when we ain't had Whiteside, we had to adjust to it. And watch, you gonna see it this next game. [We gonna beat 'em.]",14.684
../data_processed/wav/PRV_se0_ag2_f_01_1_part_58.wav,../data_processed/txt/PRV_se0_ag2_f_01_1_part_58.txt,EVERYTHING I SEEK HIM FOR ANYTHING YOU KNOW SOMETIME YOU CAN'T TALK TO YOUR FRIENDS AND SOMETIME SOME THINGS YOU DON'T WANNA TELL PEOPLE HOW YOU FEELING AND YOU CAN GO TO GOD AND ASK GOD FOR STRENGTH AND ASK GOD FOR DIRECTIONS AND STUFF AND HE JUST BEEN MY EVERYTHING AND I AND I BEGAN TO UH DEPEND ON HIM WHOLEHEARTEDLY SO,1,"Everything. I seek Him for anything. You know, sometime you can't talk to your friends, and sometime some things you don't wanna tell people how you feeling, and you can go to God and ask God for strength and ask God for directions and stuff, and He just been my everything. And I- And I began to uh, depend on Him wholeheartedly, [so.]",18.658
../data_processed/wav/DCB_se2_ag4_m_01_1_part_106.wav,../data_processed/txt/DCB_se2_ag4_m_01_1_part_106.txt,WE'LL TAKE IT DOWN TO THE PARK WE'LL PLAY THE WE'LL PLAY THE GAME DOWN THERE BUT WE CAN'T NOT GO IN THIS PLACE AND PLAY WE CAN'T,1,We'll take it down to the park. We'll play the- we'll play the game down there. But we can't not go in this place and play. We can't.,7.182
../data_processed_voc/wav/voc_7_part_35.wav,../data_processed_voc/txt/voc_7_part_35.txt,OH YEAH I LOVED IT I LOVED I LOVED WORKING IN THE THEATER UH I EVENTUALLY GAVE IT UP THE SCHOOL WAS BEING UH RENOVATED AND THE AUDITORIUM WAS GONE AND I WOULD DO PLAYS OVER AT WASHINGTON MIDDLE SCHOOL BECAUSE I ALSO TAUGHT DRAMA OVER THERE SO I WOULD GET THE KIDS IN THE SEVENTH GRADE AND KEEP 'EM TIL THEY WERE SENIORS,0,Oh yeah I loved it. I loved -- I loved working in the theater. Uh I eventually gave it up the school was being uh renovated and the auditorium was gone and I would do plays over at Washington Middle school because I also taught drama over there so I would get the kids in the seventh grade and keep 'em til they were seniors.,24.033
../data_processed/wav/ROC_se0_ag3_f_02_3_part_10.wav,../data_processed/txt/ROC_se0_ag3_f_02_3_part_10.txt,AND I SAID I'M NOT GONNA SAY ANYTHING TO HIM WHAT WOULD I ACCOMPLISH HE'S SO SICK I CANNOT SAY SOMETHING THAT MIGHT UPSET HIM SO I DIDN'T SO WE WE ATE THE TART WE SIPPED THE TEA AND HE TOLD ME UM,1,"And I said, I'm not gonna say anything to him. What would I accomplish? He's so sick, I cannot say something that might upset him. So, I didn't. So, we we ate the tart, we sipped the tea. And he told me, um,",20.927
../data_processed_voc/wav/voc_14_part_24.wav,../data_processed_voc/txt/voc_14_part_24.txt,BEEN WANTING TO LIKE TAKE PICTURES FOR SO LONG I MEAN I'VE BEEN DOING IT FOR TEN YEARS NOW IT STARTED WHEN I WAS FOURTEEN YEARS OLD AND IT'S BEEN YOU KNOW NON STOP EVER SINCE SO I KNEW I HAD TO LIKE IT WAS KIND OF A SOLID IDEA AND I HAD TO GO FOR IT AND I UH YOU KNOW STARTED TAKING THE PHOTOS LIKE TWO DAYS LATER UM AND STARTED PUTTING THEM ON I JUST YOU KNOW MADE A FACEBOOK PAGE FOR IT,0,been wanting to like take pictures for so long I mean I've been doing it for ten years now it started when I was fourteen years old and it's been you know non-stop ever since so I knew I had to like it was kind of a solid idea and I had to go for it and I uh you know started taking the photos like two days later um and started putting them on I just you know made a Facebook page for it,22.16
../data_processed_voc/wav/voc_16_part_254.wav,../data_processed_voc/txt/voc_16_part_254.txt,BUT NO NOBODY YOU KNOW THERE WAS NO QUESTION OR ANYTHING ON THE APPLICATION TO UH TELL 'EM THAT SO BUT UH THAT REALLY S STRUCK HIM UH HUH UH HUH YEAH SO BECAUSE LIKE YOU KNOW UM WHEN THE WAR WAS AND I AND UH BUT W AND EVEN AT THEIR HOUSE,0,"But no- nobody you know, there was no question or anything on the application. To uh tell 'em that. So but uh, that really s- struck him. Uh-huh. Uh-huh. Yeah. So because like you know, um, when the war was, and i- and uh, but w- and even at their house",20.862
