../data_processed/wav/DCB_se2_ag3_m_02_1_part_23.wav,../data_processed/txt/DCB_se2_ag3_m_02_1_part_23.txt,"And I would hop into the- into the rocket and try to climb all the way to the top. Remember being a little kid and being scared to go all the way to the top. And then getting a little bit older, maybe around seven, um, and then climbing all the way to the top and just kind of hanging out there and that being my spot. Um, and then, a little bit later as a child,",AND I WOULD HOP INTO THE INTO THE ROCKET AND TRY TO CLIMB ALL THE WAY TO THE TOP REMEMBER BEING A LITTLE KID AND BEING SCARED TO GO ALL THE WAY TO THE TOP AND THEN GETTING A LITTLE BIT OLDER MAYBE AROUND SEVEN UM AND THEN CLIMBING ALL THE WAY TO THE TOP AND JUST KIND OF HANGING OUT THERE AND THAT BEING MY SPOT UM AND THEN A LITTLE BIT LATER AS A CHILD,20.946,1
../data_processed/wav/DCB_se2_ag3_m_01_1_part_93.wav,../data_processed/txt/DCB_se2_ag3_m_01_1_part_93.txt,[But then I was] in my little thing- I was putting my little spiritual vitamin sheets on my door and- and then I had to take those down cause it wasn't lining up too much with what what [was going on.],BUT THEN I WAS IN MY LITTLE THING I WAS PUTTING MY LITTLE SPIRITUAL VITAMIN SHEETS ON MY DOOR AND AND THEN I HAD TO TAKE THOSE DOWN CAUSE IT WASN'T LINING UP TOO MUCH WITH WHAT WHAT WAS GOING ON,10.29,1
../data_processed/wav/DCB_se1_ag2_f_02_1_part_160.wav,../data_processed/txt/DCB_se1_ag2_f_02_1_part_160.txt,"I don't know so I'm more of a like, okay here's this restaurant in Virginia oh here's this restaurant in- No, I'm- DC is just like, mm nah. Cause it's like you- you just gotta be careful in DC it's like you always run into either- that's why I don't like go gos. I used to like go go, I no longer h- like go go cause it's not- it's- it's- it's attached to so much negative things. Like people done got killed at go gos,",I DON'T KNOW SO I'M MORE OF A LIKE OKAY HERE'S THIS RESTAURANT IN VIRGINIA OH HERE'S THIS RESTAURANT IN NO I'M DC IS JUST LIKE MM NAH CAUSE IT'S LIKE YOU YOU JUST GOTTA BE CAREFUL IN DC IT'S LIKE YOU ALWAYS RUN INTO EITHER THAT'S WHY I DON'T LIKE GO GOS I USED TO LIKE GO GO I NO LONGER H LIKE GO GO CAUSE IT'S NOT IT'S IT'S IT'S ATTACHED TO SO MUCH NEGATIVE THINGS LIKE PEOPLE DONE GOT KILLED AT GO GOS,20.941,1
../data_processed/wav/DCB_se2_ag4_f_01_1_part_123.wav,../data_processed/txt/DCB_se2_ag4_f_01_1_part_123.txt,"Didn't wanna go to a black school. Don't- n- n- I don't think any of us liked ourselves at the time. We were saying it loud, black and I'm proud but you know, we had some issues with you know, we were not succeeding. All you heard was negative things.",DIDN'T WANNA GO TO A BLACK SCHOOL DON'T N N I DON'T THINK ANY OF US LIKED OURSELVES AT THE TIME WE WERE SAYING IT LOUD BLACK AND I'M PROUD BUT YOU KNOW WE HAD SOME ISSUES WITH YOU KNOW WE WERE NOT SUCCEEDING ALL YOU HEARD WAS NEGATIVE THINGS,15.561,1
../data_processed/wav/DCB_se2_ag3_m_03_2_part_5.wav,../data_processed/txt/DCB_se2_ag3_m_03_2_part_5.txt,"and know that you can do better than what they expect you to. You know, have respect for yourself, have respect for others and you'll get a long way. Yeah, you'll go a long way out here. You know what I mean it's hard to survive",AND KNOW THAT YOU CAN DO BETTER THAN WHAT THEY EXPECT YOU TO YOU KNOW HAVE RESPECT FOR YOURSELF HAVE RESPECT FOR OTHERS AND YOU'LL GET A LONG WAY YEAH YOU'LL GO A LONG WAY OUT HERE YOU KNOW WHAT I MEAN IT'S HARD TO SURVIVE,21.617,1
../data_processed/wav/DCB_se1_ag2_m_01_1_part_14.wav,../data_processed/txt/DCB_se1_ag2_m_01_1_part_14.txt,"[Nah], the apartments- I always lived in apartments so I wanted to go live with my father like I always lived- my mom, we always lived in apartments.",NAH THE APARTMENTS I ALWAYS LIVED IN APARTMENTS SO I WANTED TO GO LIVE WITH MY FATHER LIKE I ALWAYS LIVED MY MOM WE ALWAYS LIVED IN APARTMENTS,6.075,1
../data_processed/wav/DCB_se2_ag2_m_01_1_part_157.wav,../data_processed/txt/DCB_se2_ag2_m_01_1_part_157.txt,"So, when I would come back home to DC, I see the neighborhoods. I see how my neighborhoods look, and I go /there/, okay. I'm like, Okay, this is suburban. It's quiet. You have these s- nice little streets. But growing up, grow- g- I grew up so I notice that those are- those are not really suburban areas, but you have your uh, Largo. You have your Upper Marlboro. You have those areas. Those are more suburban.",SO WHEN I WOULD COME BACK HOME TO DC I SEE THE NEIGHBORHOODS I SEE HOW MY NEIGHBORHOODS LOOK AND I GO THERE OKAY I'M LIKE OKAY THIS IS SUBURBAN IT'S QUIET YOU HAVE THESE S NICE LITTLE STREETS BUT GROWING UP GROW G I GREW UP SO I NOTICE THAT THOSE ARE THOSE ARE NOT REALLY SUBURBAN AREAS BUT YOU HAVE YOUR UH LARGO YOU HAVE YOUR UPPER MARLBORO YOU HAVE THOSE AREAS THOSE ARE MORE SUBURBAN,20.797,1
../data_processed/wav/DCB_se1_ag2_m_03_1_part_9.wav,../data_processed/txt/DCB_se1_ag2_m_03_1_part_9.txt,"I don't think none of it's gonna last. Only the good stuff last. Right. Yeah, okay. So are you like- what are you, in college? What do you do? Right now I'm just self employed, I do landscaping, you know. Oh you do landscaping? Correct. You own your own business? That's correct. What's the name of the business? /RD-WORK-7/ Oh.",I DON'T THINK NONE OF IT'S GONNA LAST ONLY THE GOOD STUFF LAST RIGHT YEAH OKAY SO ARE YOU LIKE WHAT ARE YOU IN COLLEGE WHAT DO YOU DO RIGHT NOW I'M JUST SELF EMPLOYED I DO LANDSCAPING YOU KNOW OH YOU DO LANDSCAPING CORRECT YOU OWN YOUR OWN BUSINESS THAT'S CORRECT WHAT'S THE NAME OF THE BUSINESS OH,20.23,1
../data_processed/wav/DCB_se2_ag4_f_02_1_part_14.wav,../data_processed/txt/DCB_se2_ag4_f_02_1_part_14.txt,"Um, <ts> the kids next door, no. They were um, a little older,",UM THE KIDS NEXT DOOR NO THEY WERE UM A LITTLE OLDER,5.65,1
../data_processed/wav/DCB_se2_ag2_m_01_1_part_108.wav,../data_processed/txt/DCB_se2_ag2_m_01_1_part_108.txt,"Arlington, Virginia. So I got tired of um, <ts> traveling across the bridge, so I just- just decided to live in Virginia.",ARLINGTON VIRGINIA SO I GOT TIRED OF UM TRAVELING ACROSS THE BRIDGE SO I JUST JUST DECIDED TO LIVE IN VIRGINIA,6.432,1
