../data_processed/wav/PRV_se0_ag2_f_03_1_part_24.wav,../data_processed/txt/PRV_se0_ag2_f_03_1_part_24.txt,"Well Pine Top and Halifax, well it's a big town. When I left Halifax and then moved to Pine Top, Pine Top a small town. Well Pine Top, well I- I went to school in Pine Top. If- it- it- I likeded that too but um, I think I like Princeville the best.",WELL PINE TOP AND HALIFAX WELL IT'S A BIG TOWN WHEN I LEFT HALIFAX AND THEN MOVED TO PINE TOP PINE TOP A SMALL TOWN WELL PINE TOP WELL I I WENT TO SCHOOL IN PINE TOP IF IT IT I LIKEDED THAT TOO BUT UM I THINK I LIKE PRINCEVILLE THE BEST,18.164
../data_processed/wav/ATL_se0_ag1_m_04_1_part_7.wav,../data_processed/txt/ATL_se0_ag1_m_04_1_part_7.txt,"Yeah, and it just- the name switch, I think you was one of the first people I te- I told at the barber shop I was [gonna change my name to] /RD-NAME-2/.",YEAH AND IT JUST THE NAME SWITCH I THINK YOU WAS ONE OF THE FIRST PEOPLE I TE I TOLD AT THE BARBER SHOP I WAS GONNA CHANGE MY NAME TO,5.985
../data_processed/wav/PRV_se0_ag2_f_01_4_part_23.wav,../data_processed/txt/PRV_se0_ag2_f_01_4_part_23.txt,"so I had to eliminate um- I had to buy um, another refrigerator, so the kids wouldn't have to come- At ten o'clock the main door be shut.",SO I HAD TO ELIMINATE UM I HAD TO BUY UM ANOTHER REFRIGERATOR SO THE KIDS WOULDN'T HAVE TO COME AT TEN O'CLOCK THE MAIN DOOR BE SHUT,9.874
../data_processed/wav/DCB_se3_ag4_m_02_3_part_9.wav,../data_processed/txt/DCB_se3_ag4_m_02_3_part_9.txt,"so you could drive to these places, and always find a place on the street to park and- and it was- it was easy. It w- And you weren't a long distance away from wherever it was that you were trying to go. So I- I- I remember that being a lot of fun and easy to do and, there were nice places to go and,",SO YOU COULD DRIVE TO THESE PLACES AND ALWAYS FIND A PLACE ON THE STREET TO PARK AND AND IT WAS IT WAS EASY IT W AND YOU WEREN'T A LONG DISTANCE AWAY FROM WHEREVER IT WAS THAT YOU WERE TRYING TO GO SO I I I REMEMBER THAT BEING A LOT OF FUN AND EASY TO DO AND THERE WERE NICE PLACES TO GO AND,20.156
../data_processed/wav/PRV_se0_ag1_m_01_1_part_91.wav,../data_processed/txt/PRV_se0_ag1_m_01_1_part_91.txt,"Um, people down the street had a well so we would take turns getting the water. Um, we took our baths in shifts.",UM PEOPLE DOWN THE STREET HAD A WELL SO WE WOULD TAKE TURNS GETTING THE WATER UM WE TOOK OUR BATHS IN SHIFTS,9.555
../data_processed/wav/ROC_se0_ag2_m_01_3_part_14.wav,../data_processed/txt/ROC_se0_ag2_m_01_3_part_14.txt,late January into early March. N- That shouldn't be a negotiation. That should be handled.,LATE JANUARY INTO EARLY MARCH N THAT SHOULDN'T BE A NEGOTIATION THAT SHOULD BE HANDLED,6.896
../data_processed/wav/DCB_se2_ag3_f_02_1_part_31.wav,../data_processed/txt/DCB_se2_ag3_f_02_1_part_31.txt,"We know (laughing) what's going on in the world, we know what's going on in our country cause we're here in the /midst/ of it. We're right next to the President, we d- we have no choice but to know what's going on. So it always put us- You know, we were in our own world. DC had it's own thing going. We weren't worried about New York. New York had it's fashion, New York was fashion capital. Okay whatever, DC implemented it's own [style.]",WE KNOW WHAT'S GOING ON IN THE WORLD WE KNOW WHAT'S GOING ON IN OUR COUNTRY CAUSE WE'RE HERE IN THE MIDST OF IT WE'RE RIGHT NEXT TO THE PRESIDENT WE D WE HAVE NO CHOICE BUT TO KNOW WHAT'S GOING ON SO IT ALWAYS PUT US YOU KNOW WE WERE IN OUR OWN WORLD DC HAD IT'S OWN THING GOING WE WEREN'T WORRIED ABOUT NEW YORK NEW YORK HAD IT'S FASHION NEW YORK WAS FASHION CAPITAL OKAY WHATEVER DC IMPLEMENTED IT'S OWN STYLE,24.684
../data_processed/wav/ROC_se0_ag2_m_01_3_part_60.wav,../data_processed/txt/ROC_se0_ag2_m_01_3_part_60.txt,"I don't say ra. And, so I don't say it like R A W chester, I say Rochester. It's almost like, R-O-U-G-H chester.",I DON'T SAY RA AND SO I DON'T SAY IT LIKE R A W CHESTER I SAY ROCHESTER IT'S ALMOST LIKE R OH U G H CHESTER,11.935
../data_processed/wav/PRV_se0_ag1_f_01_1_part_118.wav,../data_processed/txt/PRV_se0_ag1_f_01_1_part_118.txt,"like, just today she drove to- they- they're in Greensboro at the Greensboro Coliseum for the ACC [games.]",LIKE JUST TODAY SHE DROVE TO THEY THEY'RE IN GREENSBORO AT THE GREENSBORO COLISEUM FOR THE ACC GAMES,5.8679999999999986
../data_processed/wav/DCB_se3_ag3_m_01_1_part_106.wav,../data_processed/txt/DCB_se3_ag3_m_01_1_part_106.txt,"and move here and start doing ministry, and ever since then, we just been kind of seeing God's Grace. Um, people coming into the church. You know, we're able to help people physically and spiritually. We help feed people, give people clothing. We help people with their bills. Uh, of course we share the Gospel of Jesus Christ with them.",AND MOVE HERE AND START DOING MINISTRY AND EVER SINCE THEN WE JUST BEEN KIND OF SEEING GOD'S GRACE UM PEOPLE COMING INTO THE CHURCH YOU KNOW WE'RE ABLE TO HELP PEOPLE PHYSICALLY AND SPIRITUALLY WE HELP FEED PEOPLE GIVE PEOPLE CLOTHING WE HELP PEOPLE WITH THEIR BILLS UH OF COURSE WE SHARE THE GOSPEL OF JESUS CHRIST WITH THEM,21.617
../data_processed/wav/PRV_se0_ag3_f_02_1_part_83.wav,../data_processed/txt/PRV_se0_ag3_f_02_1_part_83.txt,"You know, and has come back to tell you, I thank you you know, for working with me.",YOU KNOW AND HAS COME BACK TO TELL YOU I THANK YOU YOU KNOW FOR WORKING WITH ME,5.792999999999998
../data_processed/wav/DCB_se3_ag4_f_01_1_part_93.wav,../data_processed/txt/DCB_se3_ag4_f_01_1_part_93.txt,"So boom! Here I come in the middle in seventh grade. Um, and so my seventh grade teacher was very nice, Sister /RD-NAME-2/. Um, eighth grade teacher, Sister /RD-NAME-2/ was the meanest lady I'd ever met, and the way they did it was um, for the higher level reading and math classes,",SO BOOM HERE I COME IN THE MIDDLE IN SEVENTH GRADE UM AND SO MY SEVENTH GRADE TEACHER WAS VERY NICE SISTER UM EIGHTH GRADE TEACHER SISTER WAS THE MEANEST LADY I'D EVER MET AND THE WAY THEY DID IT WAS UM FOR THE HIGHER LEVEL READING AND MATH CLASSES,20.383
../data_processed/wav/DCB_se2_ag3_m_01_1_part_40.wav,../data_processed/txt/DCB_se2_ag3_m_01_1_part_40.txt,"A school that was a hub in the community. Oddly enough, right across from the school was Tabernacle Baptist Church, which is where before and after care, vacation bible school, summer camp- I'm forgetting something else. All- all of that happened at the same time, so I started pre school,",A SCHOOL THAT WAS A HUB IN THE COMMUNITY ODDLY ENOUGH RIGHT ACROSS FROM THE SCHOOL WAS TABERNACLE BAPTIST CHURCH WHICH IS WHERE BEFORE AND AFTER CARE VACATION BIBLE SCHOOL SUMMER CAMP I'M FORGETTING SOMETHING ELSE ALL ALL OF THAT HAPPENED AT THE SAME TIME SO I STARTED PRE SCHOOL,20.261
../data_processed/wav/DCB_se3_ag2_f_01_1_part_29.wav,../data_processed/txt/DCB_se3_ag2_f_01_1_part_29.txt,"I just (laughing)- I just thought it was like, really interesting and like, the way people paint addicts is like it's solely on them, and they don't really look at like, just the fact that it's- I mean sure they started taking the drugs but after awhile it's something that they can't control and they feel like they need the drug. Um, that was interesting to me.",I JUST I JUST THOUGHT IT WAS LIKE REALLY INTERESTING AND LIKE THE WAY PEOPLE PAINT ADDICTS IS LIKE IT'S SOLELY ON THEM AND THEY DON'T REALLY LOOK AT LIKE JUST THE FACT THAT IT'S I MEAN SURE THEY STARTED TAKING THE DRUGS BUT AFTER AWHILE IT'S SOMETHING THAT THEY CAN'T CONTROL AND THEY FEEL LIKE THEY NEED THE DRUG UM THAT WAS INTERESTING TO ME,20.745
../data_processed/wav/DCB_se2_ag2_f_02_1_part_67.wav,../data_processed/txt/DCB_se2_ag2_f_02_1_part_67.txt,"And it's like, do we really live in a society where we have to do that? It's- Everything's about race. Everything's about skin color. Everything's about eye color. Everything's about hair. Um, next incident is when uh, vacationing in North Carolina, cause that's where we typically go to vacation. Um, there of course, there's racist people everywhere. So, having those conversations where",AND IT'S LIKE DO WE REALLY LIVE IN A SOCIETY WHERE WE HAVE TO DO THAT IT'S EVERYTHING'S ABOUT RACE EVERYTHING'S ABOUT SKIN COLOR EVERYTHING'S ABOUT EYE COLOR EVERYTHING'S ABOUT HAIR UM NEXT INCIDENT IS WHEN UH VACATIONING IN NORTH CAROLINA CAUSE THAT'S WHERE WE TYPICALLY GO TO VACATION UM THERE OF COURSE THERE'S RACIST PEOPLE EVERYWHERE SO HAVING THOSE CONVERSATIONS WHERE,20.806
../data_processed/wav/DCB_se2_ag2_f_02_1_part_155.wav,../data_processed/txt/DCB_se2_ag2_f_02_1_part_155.txt,"[Yes.] Yeah, and it's- that's my worry, I guess in the- in the long run. Um, so I guess I'm just- I'm- I'm caught in the middle",YES YEAH AND IT'S THAT'S MY WORRY I GUESS IN THE IN THE LONG RUN UM SO I GUESS I'M JUST I'M I'M CAUGHT IN THE MIDDLE,6.261
../data_processed/wav/ATL_se0_ag1_m_01_1_part_15.wav,../data_processed/txt/ATL_se0_ag1_m_01_1_part_15.txt,"They loved us. They fucking loved us. They called us Hotlanta the whole night. Hotlanta. Hotlanta. Hotlanta is country as hell, bruh. Hotlanta. They had a big ass keg. Everybody- everybody- everybody was drunk off beer. Okay. God damn, they had this awkward ass twerk contest. Twerk or /threat/? Twerk.",THEY LOVED US THEY FUCKING LOVED US THEY CALLED US HOTLANTA THE WHOLE NIGHT HOTLANTA HOTLANTA HOTLANTA IS COUNTRY AS HELL BRUH HOTLANTA THEY HAD A BIG ASS KEG EVERYBODY EVERYBODY EVERYBODY WAS DRUNK OFF BEER OKAY GOD DAMN THEY HAD THIS AWKWARD ASS TWERK CONTEST TWERK OR THREAT TWERK,20.045
