/juice/scr/cpajot/data_processed_voc/wav/voc_14_part_29.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_14_part_29.txt,I STARTED OF PHOTOGRAPHING FRIENDS AND THEN YOU KNOW OTHER PEOPLE STARTING SEEING IT IN CONTACTING ME BUT IT'S AMAZING THE PEOPLE WHO LIKE STEPPED FORWARD AND REALLY WANTED TO TAKE PART IN IT UM YEAH I MEAN IT'S A IT REALLY YOU KNOW SOME SOME OF THE PEOPLE WERE SHOCKING AND SURPRISING AND THAT WAS REALLY EYE OPENING FOR ME THAT MAYBE THIS IS SOMETHING SOME YOU KNOW NOT EVERYONE BUT YOU KNOW THAT SOME PEOPLE MAYBE NEEDED,0,I started of photographing friends and then you know other people starting seeing it in- contacting me but it's amazing the people who like stepped forward and really wanted to take part in it um yeah I mean it's a it really you know some some of the people were shocking and surprising and that was really eye-opening for me that maybe this is something some you know not everyone but you know that some people maybe needed,23.1
/juice/scr/cpajot/data_processed_voc/wav/voc_14_part_16.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_14_part_16.txt,YEAH I MEAN LIKE I I YOU KNOW I WOULD WAS THE KID WHO ALWAYS HUNG OUT WITH ALL THE GIRLS AND I WAS IN MUSIC AND I WOULD SING AND DANCE AND ALL THAT STUFF THAT YOU KNOW N NOT A LOT OF THE OTHER GUYS DID,0,yeah I mean like I i- you know I would was the kid who always hung out with all the girls and I was in music and I would sing and dance and all that stuff that you know n- not a lot of the other guys did,12.66
/juice/scr/cpajot/data_processed_voc/wav/voc_6_part_170.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_6_part_170.txt,AND SANTA BARBARA NOT SO MUCH BUT YOU COULD GET THAT IN THE HEALTH PLANS OKAY I BELONG TO TO PURSE CARES PURSE HEALTH PLAN OKAY THEY HAVE A DIFFERENT COST IF YOU SIGN UP FOR A PLAN THAT SERVES LOS ANGELES,0,and Santa Barbara not so much but you could get that in the health plans. Okay I belong to -- to Purse Cares Purse Health Plan okay. They have a different cost if you sign up for a plan that serves Los Angeles,20.679000000000002
/juice/scr/cpajot/data_processed_voc/wav/voc_14_part_23.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_14_part_23.txt,OH I NEED TO THINK OF A PROJECT THAT'S BASED AROUND THIS THIS JUST KIND OF POPPED IN MY HEAD AND I'D BEEN KIND OF GOING THROUGH LIKE A THREE MONTH LIKE HIATUS ON YOU KNOW NOT TAKING ANY PHOTOS AND WHEN I GET IN THOSE RUTS I GET REALLY DEPRESSED IT'S REALLY WEIRD AND UH A LOT OF ARTISTS DO THAT SO I GOT THE IDEA AND I WAS LIKE OH I HAVE TO DO THIS CAUSE I'VE BEEN S LIKE,0,oh I need to think of a project that's based around this this just kind of popped in my head and I'd been kind of going through like a three month like hiatus on you know not taking any photos and when I get in those ruts I get really depressed it's really weird and uh a lot of artists do that so I got the idea and I was like oh I have to do this cuz I've been s- like,21.456999999999997
/juice/scr/cpajot/data_processed_voc/wav/voc_10_part_37.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_10_part_37.txt,THEY KEPT THEIR ROOTS UHUH BAKERSFIELD'S A FUNNY PLACE I MEAN IT'S IT UM I JUST THINK IT'S A REALLY GOOD PLACE TO LIVE WE LIKE TO KEEP IT HIDDEN WHAT WE'RE GETTING NOW IS A LOT OF L A PEOPLE,0,they kept their roots uhuh [yes] Bakersfield's a funny place I mean it's ... it um ... I just think it's a really good place to live ... we like to keep it hidden ... what we're getting now is a lot of l-a people,21.191999999999997
/juice/scr/cpajot/data_processed_voc/wav/voc_13_part_139.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_13_part_139.txt,I WANNA FEEL LIKE WHATEVER I'M WORKING ON OR WORKING TOWARDS IS FOR THE LONGEVITY OF SOMETHING NOT JUST BECAUSE OR JUST BECAUSE IT BRINGS IN YOU KNOW A FIFTY THOUSAND DOLLAR ACCOUNT DON'T CARE SO,0,I wanna feel like whatever I'm working on or working towards is for the longevity of something  not just  because or just because it brings in you know a fifty thousand dollar account don't care  so  ,18.669
/juice/scr/cpajot/data_processed_voc/wav/voc_31_part_103.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_31_part_103.txt,AND IT'S UM KIND OF CATHARTIC BUT IT'S UM ALSO MIGHT BE BENEFICIAL TO SOMEBODY SOMEDAY I DON'T KNOW,0,And it's um kind of cathartic but it's um also might be beneficial to somebody someday. I don't know.,6.18
/juice/scr/cpajot/data_processed_voc/wav/voc_7_part_222.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_7_part_222.txt,CAUSE EVERYBODY WAS GONNA TURN SEVENTY THAT YEAR AT SOME POINT OR ANOTHER,0,cuz everybody was gonna turn seventy that year at some point or another.,6.525
/juice/scr/cpajot/data_processed_voc/wav/voc_28_part_287.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_28_part_287.txt,HAL GOODYEAR JUST HE JUST DIED OH THEY HAD A SERVICE FOR HIM WHAT,0,Hal Goodyear just he just died oh they had a service for him what,5.436
/juice/scr/cpajot/data_processed_voc/wav/voc_18_part_121.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_18_part_121.txt,AND I HAD NEVER OPENED UP THAT LAST LETTER SO HERE IT WAS IN MY BIBLE AND I SAW I W HERE I'M IN THIS HOTEL ROOM BY MYSELF AND JUST A A BED AND A DRESSER THING AND I AND I GOT THAT OUT AND I STARTED READING MY BIBLE WITH THE VERSES THAT IT TOLD ME TO LOOK UP AND IT SAID IF YOU HAD A FINANCIAL PROBLEM OR WHATEVER AND,0,and I had never opened up that last letter so here it was in my bible and I saw I w- here I'm in this hotel room by myself and just a a bed and a dresser thing and I and I got that out and I started reading my bible with the verses that it told me to look up and it said if you had a financial problem or whatever and,22.813000000000002
/juice/scr/cpajot/data_processed_voc/wav/voc_13_part_213.wav,/juice/scr/cpajot/data_processed_voc/txt/voc_13_part_213.txt,YEAH YEAH LIKE THE GREATER BAY AREA I FEEL LIKE UM I FEEL LIKE ALL OF THESE TOWNS UM YOU KNOW WHILE SOME ARE KIND OF SMALLER THAN OTHERS I FEEL LIKE THEY SORT OF HAVE THE SAME UM SORT OF ATMOSPHERE UM,0,yeah yeah like the Greater Bay Area I feel like um  [click] I feel like all of these towns um you know while some are kind of smaller than others I feel like they sort of have the same um sort of atmosphere  um,20.616999999999997
